Iteration,outlet-temp-avg
1,300
2,300.0605336566039
3,300.5437829442254
4,302.5573383041454
5,304.8317941960371
6,306.9485683128718
7,309.0529296237965
8,311.0167145659265
9,312.8375766303441
10,314.4295815901455
11,315.8588956165716
12,317.0633746487902
13,318.0986444651318
14,318.9761547279545
15,319.7417434810277
16,320.4037000553438
17,320.9822413765225
18,321.4934560047176
19,321.9671393849275
20,322.4076195791641
21,322.8154521200264
22,323.2159214003855
23,323.6039875072915
24,323.9731477013529
25,324.3232271769124
26,324.6614691639576
27,324.9856032394348
28,325.2998093915608
29,325.5970906690758
30,325.884108581275
31,326.1591208105821
32,326.4172758076
33,326.6635553025496
34,326.8954169466081
35,327.1173450730797
36,327.3254036720043
37,327.5213720183137
38,327.7014245665162
39,327.8694302710036
40,328.0265260242659
41,328.1697989312413
42,328.3004259646857
43,328.4189661882396
44,328.526200742732
45,328.6214842457477
46,328.7067338612001
47,328.7815855985489
48,328.8462408573782
49,328.9018975490728
50,328.9490433598363
51,328.9882252338595
52,329.0215291591683
53,329.0448186783227
54,329.0632096123905
55,329.0751479065336
56,329.0827879751294
57,329.0872116775881
58,329.0890135421757
59,329.0889116141661
60,329.0874757869498
61,329.0836289912885
62,329.0798951914903
63,329.0759184325466
64,329.0704999341913
65,329.065218167226
66,329.0602632600049
67,329.0558425452953
68,329.0521170064436
69,329.0506970696886
70,329.0489729319312
71,329.048189169868
72,329.0482958766174
73,329.0493091942917
74,329.0520236803621
75,329.0549082939874
76,329.0584110981223
77,329.0624669435337
78,329.0668848022722
79,329.0715289873263
80,329.07636891508
81,329.0813224863375
82,329.086342675344
83,329.0913617734225
84,329.0963168734895
85,329.1011826120688
86,329.1059226946651
87,329.1105051485683
88,329.1149551996485
89,329.119246053169
90,329.1234209744864
91,329.1275055469128
92,329.131552303507
93,329.1356236237356
94,329.1397523754368
95,329.1439710095488
96,329.148322061048
97,329.1528316442715
98,329.1575309630564
99,329.1624547722881
100,329.1676095872534
101,329.1730055995934
102,329.1786410371018
103,329.1845075283666
104,329.1906007115094
105,329.1969044769014
106,329.2033915961439
107,329.2100310619317
108,329.2167917827294
109,329.2236395159897
110,329.2305438611078
111,329.2374740189531
112,329.2443943480764
113,329.2512735921794
114,329.2580902525058
115,329.2648137557087
116,329.2714075888957
117,329.2778634765118
118,329.2841545280817
119,329.290256005919
120,329.2961614647343
121,329.3018636426619
122,329.3073505903861
123,329.3126295851117
124,329.3176987158946
125,329.322550861202
126,329.3271916745374
127,329.3316313485508
128,329.3358679661627
129,329.3399208032988
130,329.3437907597716
131,329.3475002427244
132,329.3510596989163
133,329.3544629257254
134,329.3577363089369
135,329.3608747102604
136,329.3638888585461
137,329.3667794947811
138,329.3695652043103
139,329.3722419158792
140,329.3748252758026
141,329.3773191570312
142,329.3797148837937
143,329.3820139639985
144,329.3842275071764
145,329.3863431595594
146,329.3883753886076
147,329.3903223823289
148,329.3921906057781
149,329.3939891192189
150,329.3957030927077
151,329.3973560572418
152,329.3989370567047
153,329.4004624463723
154,329.4019224204621
155,329.4033235786603
156,329.4046670810015
157,329.405952131798
158,329.4071818193588
159,329.4083537665023
160,329.4094721331775
161,329.4105446070197
162,329.411566798056
163,329.4125439750142
164,329.413477149617
165,329.4143666975531
166,329.4152120855253
167,329.4160169809162
168,329.4167822224236
169,329.4175144191585
170,329.4182099719561
171,329.4188710291959
172,329.4195029478154
173,329.4201066676928
174,329.4206875578656
175,329.4212317216638
176,329.421744016701
177,329.4222113893256
178,329.4226504546475
179,329.4230633244588
180,329.4234519384426
181,329.4238155935729
182,329.4241472589366
183,329.424451652869
184,329.4247330701618
185,329.4249910960106
186,329.4252310729108
187,329.4254508762456
188,329.4256480553723
189,329.425824904686
190,329.4259806179172
191,329.4261156122781
192,329.426236846281
193,329.4263401967367
194,329.4264260297747
195,329.4264956995176
196,329.4265521685817
197,329.4265972653583
198,329.4266311461863
199,329.4266544092273
200,329.4266647694721
201,329.426662645097
202,329.4266491847059
203,329.4266195561062
204,329.4265805604584
205,329.4265259846767
206,329.4264614695102
207,329.4263841405001
208,329.4262954991373
209,329.4261914503159
210,329.4260756168273
211,329.4259434135911
212,329.425797166208
213,329.4256345259029
214,329.4254638433463
215,329.4252812913957
216,329.4250868714037
217,329.4248841738178
218,329.4246736042803
219,329.4244564537996
220,329.4242325539216
221,329.4240037089019
222,329.423775841313
223,329.423546001841
224,329.4233156695844
225,329.4230841508631
226,329.4228538079721
227,329.4226214396996
228,329.4223870979883
229,329.4221507456633
230,329.4219134844224
231,329.4216776144247
232,329.4214417393263
233,329.4212075864236
234,329.4209766723433
235,329.4207474495901
236,329.4205213834713
237,329.4202978406636
238,329.4200776578205
239,329.419859828988
240,329.4196453569379
241,329.419434104734
242,329.4192261997538
243,329.4190220329318
244,329.4188230490788
245,329.4186265262647
246,329.418433252188
247,329.418243432763
248,329.4180566454763
249,329.4178727338979
250,329.4176916971305
251,329.4175127587399
